s_id,cname1,cname2,cname3,genus,species,cultivar,x,y,Plants.On.Hornbake,height
16374,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857974,38.98678658,No,1
16376,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857398,38.98678779,No,1
11846,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94122122,38.99065567,No,1
11849,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94125893,38.99065638,No,1
16354,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.9485789,38.98659995,No,1
16362,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857765,38.98669418,No,1
16368,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.9485788,38.98673558,No,1
16380,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.9485779,38.98683403,No,1
13703,Abelia,Glossy,,Abelia,x grandiflora,,-76.9398848,38.98567061,No,1
16375,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857931,38.98679547,No,1
11749,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719003,38.99283553,No,1
11750,Abelia,Glossy,,Abelia,x grandiflora,,-76.9471907,38.99284668,No,1
11765,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719103,38.99286605,No,1
11766,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719102,38.99287454,No,1
16381,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857671,38.98684278,No,1
16357,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857767,38.98666265,No,1
11767,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719101,38.99288516,No,1
11881,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94129279,38.99063786,No,1
11883,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94127616,38.99064434,No,1
11887,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94123696,38.99064571,No,1
16758,Abelia,Glossy,,Abelia,x grandiflora,,-76.9403833,38.98669027,No,1
11746,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719005,38.9928143,No,1
11813,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138769,38.99071758,No,1
11783,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719302,38.99293028,No,1
11784,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719165,38.9929393,No,1
11850,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94127021,38.99065685,No,1
11854,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.9413106,38.99065502,No,1
11857,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94130585,38.99065084,No,1
11877,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94131001,38.99064297,No,1
16769,Abelia,Glossy,,Abelia,x grandiflora,,-76.94040247,38.98668373,No,1
11845,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94140549,38.99074684,No,1
16363,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857761,38.98668457,No,1
11903,Abelia,Glossy,,Abelia,x grandiflora,,-76.92287674,38.99635254,No,1
18176,Abelia,,,Abelia,x grandiflora,,-76.94121013,38.9900891,No,1
11768,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719101,38.99289418,No,1
11847,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94123755,38.99065544,No,1
11848,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94124883,38.99065591,No,1
11886,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.9412542,38.99063274,No,1
11901,Abelia,Glossy,,Abelia,x grandiflora,,-76.92293533,38.99635663,No,1
13708,Abelia,Glossy,,Abelia,x grandiflora,,-76.93990947,38.986317,No,1
13709,Abelia,Glossy,,Abelia,x grandiflora,,-76.93990712,38.98633887,No,1
16348,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94862078,38.98655523,No,1
16351,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.9485771,38.98656232,No,1
18148,Abelia,,,Abelia,x grandiflora,,-76.94108407,38.98999945,No,1
16352,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857891,38.98657297,No,1
11785,Abelia,Glossy,,Abelia,x grandiflora,,-76.95031714,38.99001009,No,1
11791,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94140686,38.99075254,No,1
16364,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857657,38.98667416,No,1
16371,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857983,38.98675831,No,1
18147,Abelia,,,Abelia,x grandiflora,,-76.94106731,38.99000987,No,1
18175,Abelia,,,Abelia,x grandiflora,,-76.94121556,38.99008556,No,1
11815,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94137809,38.99072542,No,1
11769,Abelia,Glossy,,Abelia,x grandiflora,,-76.947191,38.99290692,No,1
11851,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94128209,38.99065639,No,1
11853,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94129991,38.99065501,No,1
11745,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719073,38.99280793,No,1
11822,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138538,38.99074754,No,1
11786,Abelia,Glossy,,Abelia,x grandiflora,,-76.9503327,38.99001887,No,1
11792,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138223,38.99069404,No,1
18168,Abelia,,,Abelia,x grandiflora,,-76.94107402,38.99000413,No,1
11882,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94128151,38.99063554,No,1
11888,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94122211,38.99064709,No,1
11902,Abelia,Glossy,,Abelia,x grandiflora,,-76.92281263,38.99632247,No,1
16370,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857372,38.98673146,No,1
16378,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857884,38.98681601,No,1
11810,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94137902,38.99070545,No,1
11814,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138083,38.99072079,No,1
11764,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719069,38.99285623,No,1
11771,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719235,38.9929186,No,1
11817,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138403,38.99072685,No,1
15872,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94863079,38.98653762,No,1
11819,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138036,38.99073933,No,1
11856,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94131833,38.99064668,No,1
11878,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94129635,38.99064991,No,1
11880,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94128804,38.99064574,No,1
11884,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94126845,38.99063275,No,1
11885,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94126428,38.99064433,No,1
13704,Abelia,Glossy,,Abelia,x grandiflora,,-76.93988942,38.98567839,No,1
16764,Abelia,Glossy,,Abelia,x grandiflora,,-76.94039125,38.98671144,No,1
16379,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857837,38.9868225,No,1
11809,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138405,38.99070117,No,1
11879,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94130111,38.99063879,No,1
16365,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857699,38.98671499,No,1
18149,Abelia,,,Abelia,x grandiflora,,-76.94107891,38.98999978,No,1
13712,Abelia,Glossy,,Abelia,x grandiflora,,-76.93849886,38.98623954,No,1
11820,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138859,38.99073934,No,1
11821,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94140138,38.9907397,No,1
16360,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857751,38.98662516,No,1
16366,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857698,38.98672493,No,1
16372,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857786,38.98676754,No,1
11811,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138038,38.99071401,No,1
11855,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94132129,38.99065549,No,1
16757,Abelia,Glossy,,Abelia,x grandiflora,,-76.94033852,38.98664028,No,1
16359,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.9485775,38.98663723,No,1
16373,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857877,38.98677677,No,1
16377,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.9485793,38.98680881,No,1
18164,Abelia,,,Abelia,x grandiflora,,-76.9410834,38.98999476,No,1
18182,Abelia,,,Abelia,x grandiflora,,-76.94120544,38.99009222,No,1
11748,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719072,38.99282704,No,1
16350,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857529,38.98655308,No,1
16353,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857797,38.98661202,No,1
16763,Abelia,Glossy,,Abelia,x grandiflora,,-76.94038776,38.98670024,No,1
16767,Abelia,Glossy,,Abelia,x grandiflora,,-76.94034854,38.98663456,No,1
16356,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857891,38.98658149,No,1
16358,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.9485784,38.98665073,No,1
16361,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857784,38.98670554,No,1
16367,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857789,38.98673345,No,1
11788,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138218,38.99075253,No,1
11790,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.9414,38.9907529,No,1
11812,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138541,38.99071044,No,1
18185,Abelia,,,Abelia,x grandiflora,,-76.94122025,38.99008348,No,1
11816,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94138906,38.99072222,No,1
16355,Abelia,Glossy,Rose Creek,Abelia,x grandiflora,Rose Creek,-76.94857981,38.9865893,No,1
11770,Abelia,Glossy,,Abelia,x grandiflora,,-76.947191,38.99290108,No,1
11818,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94139362,38.99072721,No,1
11726,Abelia,Glossy,,Abelia,x grandiflora,,-76.94725913,38.99229047,No,1
11747,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719004,38.99281961,No,1
11923,Abelia,Glossy,,Abelia,x grandiflora,,-76.92299309,38.99637026,No,1
11789,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94139223,38.99075289,No,1
11743,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719074,38.99279201,No,1
11844,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94139544,38.99074612,No,1
16761,Abelia,Glossy,,Abelia,x grandiflora,,-76.94035785,38.98664406,No,1
16762,Abelia,Glossy,,Abelia,x grandiflora,,-76.94037818,38.98666011,No,1
16768,Abelia,Glossy,,Abelia,x grandiflora,,-76.94038963,38.98667084,No,1
11852,Abelia,Glossy,Variegated,Abelia,x grandiflora,Sunrise,-76.94129041,38.99065547,No,1
11744,Abelia,Glossy,,Abelia,x grandiflora,,-76.94719006,38.9928005,No,1
11787,Abelia,Glossy,,Abelia,x grandiflora,,-76.95034393,38.9900317,No,1
11900,Abelia,Glossy,,Abelia,x grandiflora,,-76.92292434,38.99635186,No,1
11621,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95027432,38.99274742,No,1
11631,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95027931,38.99273628,No,1
11925,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9504267,38.99263149,No,1
11926,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95041176,38.99259947,No,1
11929,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95039617,38.99259968,No,1
11623,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95028896,38.99269883,No,1
11629,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95027298,38.99272003,No,1
11579,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95026032,38.99275635,No,1
11725,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.94950428,38.99219649,No,1
11618,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9502696,38.9927364,No,1
11635,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95032969,38.99266245,No,1
11649,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95037623,38.99251756,No,1
11650,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95037405,38.99252555,No,1
11651,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95037505,38.99253533,No,1
11670,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95038787,38.99250272,No,1
11575,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95022468,38.99280114,No,1
11578,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95023922,38.99278287,No,1
11927,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95043114,38.99261173,No,1
11696,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.94950096,38.99219772,No,1
11697,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.94950069,38.99219383,No,1
11630,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95027071,38.9927533,No,1
11603,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95024948,38.99277341,No,1
11668,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95038673,38.9925315,No,1
11646,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95031539,38.99268142,No,1
11721,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.94954131,38.9922175,No,1
11622,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95028687,38.99270585,No,1
11617,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95025388,38.99276927,No,1
11620,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95027879,38.99271237,No,1
11632,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95029016,38.9927198,No,1
11577,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95031088,38.99268931,No,1
11580,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95026533,38.99274637,No,1
11597,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95023377,38.99280685,No,1
11633,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95028586,38.99272803,No,1
11652,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95038767,38.99253884,No,1
11695,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.94949548,38.99219366,No,1
11601,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95023977,38.99277354,No,1
11634,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95029305,38.9927151,No,1
11647,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95033883,38.99265242,No,1
11602,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95023023,38.99278183,No,1
11648,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95037755,38.99250591,No,1
11669,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95038345,38.99252138,No,1
11924,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.92280953,38.99633842,No,1
11928,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95043326,38.99262141,No,1
11581,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95022193,38.99281226,No,1
11600,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95025111,38.9927798,No,1
11619,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95027241,38.9927282,No,1
11576,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95022964,38.99278883,No,1
11722,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.94953553,38.99221387,No,1
11598,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95029814,38.99268739,No,1
11599,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.95030883,38.99267534,No,1
11694,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.94948649,38.99218672,No,1
11720,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.94952798,38.99221619,No,1
18952,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776608,38.99028362,No,1
18953,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776608,38.99028988,No,1
18954,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776608,38.99029665,No,1
18955,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776608,38.99030499,No,1
18956,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776675,38.99031177,No,1
18957,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776742,38.99031698,No,1
18958,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776474,38.99032532,No,1
18959,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776541,38.99033366,No,1
18960,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776608,38.99034199,No,1
18961,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776541,38.99034981,No,1
18962,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776541,38.9903691,No,1
18963,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776407,38.99038734,No,1
18964,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776541,38.99039724,No,1
18965,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776474,38.99038056,No,1
18966,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776675,38.99036024,No,1
19018,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9385809,38.99027614,No,1
19019,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93858157,38.99028448,No,1
19020,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93858224,38.99029074,No,1
19021,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93858291,38.99029855,No,1
19022,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93858358,38.99030637,No,1
19023,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93858425,38.99031315,No,1
19027,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93858794,38.99038429,No,1
19028,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93858861,38.99039315,No,1
19292,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93749176,38.99064116,No,1
19293,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93750585,38.99064272,No,1
19294,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9375045,38.99063386,No,1
19295,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.937532,38.99062969,No,1
19296,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93753602,38.99064324,No,1
19297,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93754407,38.99063699,No,1
19298,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93755211,38.99064741,No,1
19299,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93755815,38.99064376,No,1
19300,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93763459,38.99059685,No,1
19301,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93757156,38.99058852,No,1
19302,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93757424,38.99059529,No,1
19303,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93758162,38.99059216,No,1
19304,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9375843,38.99059894,No,1
19305,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93759101,38.99059529,No,1
19306,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93759503,38.99060207,No,1
19307,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93760375,38.99059529,No,1
19308,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93760844,38.99060467,No,1
19309,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93761649,38.9905979,No,1
19310,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93761917,38.99060363,No,1
19311,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93762587,38.99059894,No,1
19312,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93763593,38.99060363,No,1
19313,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93764264,38.99059998,No,1
19314,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93768555,38.99055464,No,1
19315,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93769025,38.9905635,No,1
19316,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93768354,38.99056715,No,1
19317,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93769159,38.99057184,No,1
19318,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93768421,38.99057601,No,1
19319,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93768824,38.99058226,No,1
19320,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93767818,38.99058487,No,1
19321,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93767348,38.99058122,No,1
19322,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93767147,38.99058904,No,1
19323,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93766544,38.99058539,No,1
19324,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9376641,38.99059164,No,1
19325,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93765605,38.99058695,No,1
19326,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93765739,38.99059477,No,1
19327,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93794036,38.99065054,No,1
19328,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93793433,38.99064428,No,1
19329,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93792896,38.99063438,No,1
19330,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93792293,38.99062656,No,1
19331,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93792762,38.99062031,No,1
19332,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93791689,38.99061927,No,1
19333,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93791756,38.99061197,No,1
19334,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93791019,38.99061457,No,1
19335,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93790617,38.99060467,No,1
19336,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93790147,38.99061093,No,1
19337,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93789678,38.99060467,No,1
19338,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93789678,38.99059686,No,1
19339,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9378599,38.99058278,No,1
19340,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93785118,38.99058122,No,1
19341,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93784448,38.99058539,No,1
19342,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93784179,38.99057966,No,1
19343,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93783442,38.99058278,No,1
19344,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93781564,38.99057757,No,1
19345,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93780961,38.99057444,No,1
19346,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93780156,38.99057653,No,1
19347,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93779821,38.99057288,No,1
19348,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93779016,38.99057392,No,1
19349,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93779016,38.99056923,No,1
19350,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93778345,38.9905734,No,1
19351,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93778144,38.99056923,No,1
19352,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93777742,38.9905734,No,1
19353,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93777273,38.99057027,No,1
19354,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776468,38.99057444,No,1
19355,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93776535,38.99056923,No,1
19356,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9377573,38.99057444,No,1
19357,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9377573,38.99056871,No,1
19358,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93774926,38.99056767,No,1
19752,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93587425,38.98923881,No,1
19753,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93586822,38.98924194,No,1
19754,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93587425,38.98924611,No,1
19755,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93586889,38.98925288,No,1
19756,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9358709,38.98926435,No,1
19757,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93586352,38.98926695,No,1
19758,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93586889,38.98927738,No,1
19759,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9358595,38.98927634,No,1
19760,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93586352,38.98928937,No,1
19761,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93585816,38.98928468,No,1
19762,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.9358823,38.98924037,No,1
19763,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93588163,38.98923412,No,1
19764,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93586419,38.98926018,No,1
19765,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93587492,38.98923256,No,1
19766,Abelia,,Edward Goucher,Abelia,,Edward Goucher,-76.93588632,38.98923047,No,1
