s_id,cname1,cname2,cname3,genus,species,cultivar,x,y,Plants.On.Hornbake,height
14969,Holly,Hybrid,,Ilex,x,,-76.9514062,38.99218449,No,3
14987,Holly,Hybrid,,Ilex,x,,-76.9510959,38.99214578,No,3
15010,Holly,Hybrid,,Ilex,x,,-76.95096749,38.99207428,No,3
15013,Holly,Hybrid,,Ilex,x,,-76.95096021,38.99203128,No,3
15018,Holly,Hybrid,,Ilex,x,,-76.95174964,38.99178662,No,3
15295,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94416649,38.98270282,No,3
15347,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94478008,38.98306503,No,3
8298,Holly,Hybrid,,Ilex,x,,-76.950818,38.99133378,No,3
8106,Holly,Hybrid,,Ilex,x,,-76.93187044,38.98367878,No,3
8121,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.9461032,38.98412316,No,3
8126,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94617163,38.98416223,No,3
8166,Holly,Hybrid,,Ilex,x,,-76.95060793,38.99169098,No,3
16822,Holly,Hybrid,Nellie R. Stevens,Ilex,x,Nellie R. Stevens,-76.94370551,38.98388452,No,3
16823,Holly,Hybrid,Nellie R. Stevens,Ilex,x,Nellie R. Stevens,-76.9436069,38.98388163,No,3
16824,Holly,Hybrid,Nellie R. Stevens,Ilex,x,Nellie R. Stevens,-76.94365291,38.9838812,No,3
16922,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94535018,38.98350822,No,3
16924,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.945318,38.98350196,No,3
16917,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.9454239,38.98341235,No,3
15322,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94466352,38.98308642,No,3
15346,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94477042,38.98308354,No,3
8107,Holly,Hybrid,,Ilex,x,,-76.93182986,38.98370265,No,3
8123,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94610383,38.98416734,No,3
9797,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95217729,38.99070732,No,3
16925,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94527779,38.98349363,No,3
17264,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.93588797,38.99000322,No,3
17262,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.93589468,38.99004698,No,3
14862,Holly,Hybrid,,Ilex,x,,-76.95192132,38.99144808,No,3
14873,Holly,Hybrid,,Ilex,x,,-76.95189683,38.99150113,No,3
13333,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94702878,38.99314714,No,3
14966,Holly,Hybrid,,Ilex,x,,-76.95146274,38.99214188,No,3
14989,Holly,Hybrid,,Ilex,x,,-76.95199803,38.99136929,No,3
14999,Holly,Hybrid,,Ilex,x,,-76.95101153,38.99210815,No,3
8134,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94643749,38.98415155,No,3
15019,Holly,Hybrid,,Ilex,x,,-76.95173791,38.99180795,No,3
15024,Holly,Hybrid,,Ilex,x,,-76.95094058,38.99198432,No,3
9794,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95217195,38.99072993,No,3
9826,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95233139,38.99053988,No,3
14860,Holly,Hybrid,,Ilex,x,,-76.95193146,38.99147064,No,3
14863,Holly,Hybrid,,Ilex,x,,-76.95194256,38.99142288,No,3
14872,Holly,Hybrid,,Ilex,x,,-76.95189051,38.99152367,No,3
8138,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.946441,38.98438351,No,3
13336,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94717486,38.99314115,No,3
13360,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94731035,38.99314196,No,3
13363,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94745704,38.99314302,No,3
8295,Holly,Hybrid,,Ilex,x,,-76.95086906,38.99138512,No,3
14982,Holly,Hybrid,,Ilex,x,,-76.95118444,38.99217972,No,3
14984,Holly,Hybrid,,Ilex,x,,-76.95116433,38.99216133,No,3
14986,Holly,Hybrid,,Ilex,x,,-76.95111039,38.99216465,No,3
15002,Holly,Hybrid,,Ilex,x,,-76.95098337,38.99209312,No,3
15016,Holly,Hybrid,,Ilex,x,,-76.9510162,38.99199795,No,3
9145,Holly,Hybrid,,Ilex,x,,-76.94886752,38.99137976,No,3
13201,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94674965,38.99314433,No,3
8183,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94043607,38.98137208,No,3
8399,Holly,Hybrid,,Ilex,x,,-76.95236517,38.98674299,No,3
8408,Holly,Hybrid,,Ilex,x,,-76.94910223,38.99150205,No,3
8410,Holly,Hybrid,,Ilex,x,,-76.94910268,38.99116709,No,3
14561,Holly,Hybrid,,Ilex,x,,-76.95129085,38.99148469,No,3
14565,Holly,Hybrid,,Ilex,x,,-76.95128063,38.99162576,No,3
14919,Holly,Hybrid,,Ilex,x,,-76.95459979,38.98562558,No,3
8259,Holly,Hybrid,,Ilex,x,,-76.95258398,38.98663785,No,3
15554,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94710437,38.98419002,No,3
15555,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94713512,38.98412368,No,3
14562,Holly,Hybrid,,Ilex,x,,-76.9512822,38.99152778,No,3
8260,Holly,Hybrid,,Ilex,x,,-76.95257928,38.98667616,No,3
14779,Holly,Hybrid,,Ilex,x,,-76.93551893,38.98454646,No,3
8713,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.95004927,38.99116977,No,3
9769,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95210745,38.99084108,No,3
8120,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.9460874,38.98413599,No,3
8122,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94611306,38.9841432,No,3
15588,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94438826,38.98209436,No,3
15345,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94473747,38.98308455,No,3
14564,Holly,Hybrid,,Ilex,x,,-76.95128391,38.99158142,No,3
9642,Holly,Hybrid,,Ilex,x,,-76.95248649,38.98648036,No,3
13600,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94797837,38.98638561,No,3
13611,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.9482008,38.98637084,No,3
14465,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.95130911,38.99113439,No,3
14534,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.95109887,38.99168945,No,3
14864,Holly,Hybrid,,Ilex,x,,-76.95197756,38.99144627,No,3
13362,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.947408,38.99314283,No,3
14535,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.95112594,38.99166684,No,3
15528,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94709769,38.98417315,No,3
15531,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94709649,38.98411599,No,3
15566,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.9441705,38.98227073,No,3
14867,Holly,Hybrid,,Ilex,x,,-76.95198931,38.99139629,No,3
15622,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94419611,38.98189633,No,3
8545,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94257149,38.98285126,No,3
15316,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94419958,38.9826953,No,3
15017,Holly,Hybrid,,Ilex,x,,-76.95177002,38.99177199,No,3
8393,Holly,Hybrid,,Ilex,x,,-76.94914782,38.99152708,No,3
15344,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94471721,38.98310009,No,3
15348,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.9446307,38.98302356,No,3
8411,Holly,Hybrid,,Ilex,x,,-76.94924014,38.99125557,No,3
13763,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95403911,39.0044665,No,3
14434,Holly,Hybrid,,Ilex,x,,-76.95180833,38.99107637,No,3
13332,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94693223,38.99314104,No,3
8256,Holly,Hybrid,,Ilex,x,,-76.95247474,38.98652968,No,3
8153,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.9464338,38.98432957,No,3
14367,Holly,Hybrid,,Ilex,x,,-76.95465203,38.98578558,No,3
15014,Holly,Hybrid,,Ilex,x,,-76.95093261,38.9920211,No,3
9377,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94976976,38.98992486,No,3
9771,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95214355,38.9907802,No,3
9772,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95218494,38.99075392,No,3
9841,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95230865,38.9905576,No,3
15027,Holly,Hybrid,,Ilex,x,,-76.95102646,38.99197361,No,3
8163,Holly,Hybrid,,Ilex,x,,-76.95052871,38.99162371,No,3
8164,Holly,Hybrid,,Ilex,x,,-76.95048014,38.99164177,No,3
15289,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.9443098,38.98276046,No,3
8409,Holly,Hybrid,,Ilex,x,,-76.94906796,38.9912122,No,3
15349,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94465593,38.98305877,No,3
13764,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95407434,39.0044901,No,3
15439,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94332493,38.98265112,No,3
15460,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94330858,38.98267065,No,3
15457,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94332543,38.98271157,No,3
15459,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94330837,38.98269808,No,3
15458,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.9433248,38.98268228,No,3
8165,Holly,Hybrid,,Ilex,x,,-76.95051766,38.9916504,No,3
8181,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94198067,38.98142595,No,3
15039,Holly,Hybrid,,Ilex,x,,-76.95099524,38.99192399,No,3
8184,Holly,Hybrid,,Ilex,x,,-76.9510605,38.99130626,No,3
8185,Holly,Hybrid,,Ilex,x,,-76.95108999,38.99127465,No,3
8544,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94690763,38.98259008,No,3
13203,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94683949,38.99314033,No,3
15321,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94468428,38.98310173,No,3
9584,Holly,Hybrid,,Ilex,x,,-76.93764587,38.98874592,No,3
8109,Holly,Hybrid,,Ilex,x,,-76.93182727,38.98364849,No,3
8125,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.9461486,38.98414218,No,3
15000,Holly,Hybrid,,Ilex,x,,-76.95101517,38.99209047,No,3
8707,Holly,Hybrid,,Ilex,x,,-76.94199458,38.9981048,No,3
14865,Holly,Hybrid,,Ilex,x,,-76.95198405,38.99142208,No,3
14997,Holly,Hybrid,,Ilex,x,,-76.95103635,38.99212353,No,3
9560,Holly,Hybrid,,Ilex,x,,-76.93818643,38.98874635,No,3
10315,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94978594,38.98991303,No,3
9314,Holly,Hybrid,,Ilex,x,,-76.93740162,38.98874589,No,3
15025,Holly,Hybrid,,Ilex,x,,-76.950966,38.99196118,No,3
15320,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94449502,38.98310159,No,3
14443,Holly,Hybrid,,Ilex,x,,-76.95177466,38.99175766,No,3
8258,Holly,Hybrid,,Ilex,x,,-76.95253095,38.98658041,No,3
8261,Holly,Hybrid,,Ilex,x,,-76.95261843,38.98668485,No,3
15377,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94463196,38.9830451,No,3
14528,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.95105195,38.99176354,No,3
14915,Holly,Hybrid,,Ilex,x,,-76.95357913,38.98615047,No,3
14916,Holly,Hybrid,,Ilex,x,,-76.95370307,38.98614797,No,3
14932,Holly,Hybrid,,Ilex,x,,-76.95433726,38.98643459,No,3
14333,Holly,Hybrid,,Ilex,x,,-76.95456954,38.98568956,No,3
14370,Holly,Hybrid,,Ilex,x,,-76.95462523,38.98572478,No,3
8147,Holly,Hybrid,,Ilex,x,,-76.94884032,38.9914325,No,3
10112,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94958306,38.98993027,No,3
14859,Holly,Hybrid,,Ilex,x,,-76.95190105,38.99147122,No,3
14874,Holly,Hybrid,,Ilex,x,,-76.95192511,38.99150883,No,3
13200,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94669714,38.99315055,No,3
14967,Holly,Hybrid,,Ilex,x,,-76.95143774,38.99214187,No,3
14453,Holly,Hybrid,,Ilex,x,,-76.95163129,38.99190246,No,3
15317,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94416453,38.98268161,No,3
14472,Holly,Hybrid,,Ilex,x,,-76.9520116,38.99123341,No,3
14487,Holly,Hybrid,,Ilex,x,,-76.951465,38.99211242,No,3
8124,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94613476,38.98416478,No,3
8176,Holly,Hybrid,,Ilex,x,,-76.9506733,38.99171472,No,3
16839,Holly,Hybrid,Nellie R. Stevens,Ilex,x,Nellie R. Stevens,-76.94354918,38.98387856,No,3
16916,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94524427,38.98345403,No,3
14970,Holly,Hybrid,,Ilex,x,,-76.9513865,38.99220052,No,3
14996,Holly,Hybrid,,Ilex,x,,-76.95108896,38.9921193,No,3
14998,Holly,Hybrid,,Ilex,x,,-76.95106376,38.9921075,No,3
15001,Holly,Hybrid,,Ilex,x,,-76.95104579,38.99209346,No,3
8186,Holly,Hybrid,,Ilex,x,,-76.95111672,38.99124448,No,3
16927,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94524561,38.98347279,No,3
16919,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94539709,38.98345299,No,3
16918,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94541184,38.98343527,No,3
16921,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94537564,38.98349571,No,3
16920,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94538637,38.98346966,No,3
16926,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94527377,38.98346758,No,3
9376,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94978589,38.98992563,No,3
15015,Holly,Hybrid,,Ilex,x,,-76.95102174,38.99202534,No,3
15020,Holly,Hybrid,,Ilex,x,,-76.95170441,38.99181037,No,3
14435,Holly,Hybrid,,Ilex,x,,-76.95183227,38.99110986,No,3
14436,Holly,Hybrid,,Ilex,x,,-76.95188378,38.99112432,No,3
14441,Holly,Hybrid,,Ilex,x,,-76.95188656,38.99154682,No,3
8133,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94641289,38.98412815,No,3
13331,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94688405,38.99314068,No,3
15026,Holly,Hybrid,,Ilex,x,,-76.9509755,38.99194205,No,3
17277,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.93588931,38.98995477,No,3
17263,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.93589468,38.98992038,No,3
9559,Holly,Hybrid,,Ilex,x,,-76.93824765,38.98874662,No,3
9302,Holly,Hybrid,,Ilex,x,,-76.93813922,38.98874609,No,3
9796,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95218913,38.99068565,No,3
9842,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95226914,38.99057368,No,3
14875,Holly,Hybrid,,Ilex,x,,-76.95193955,38.99148589,No,3
8135,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94644552,38.98413025,No,3
8136,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.9464436,38.98442718,No,3
13334,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94707688,38.9931529,No,3
13361,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.9473611,38.99314148,No,3
15532,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94707599,38.98413257,No,3
15556,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94710199,38.98421213,No,3
16923,,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94532873,38.98348321,No,3
17276,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.93591009,38.99008553,No,3
9393,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94960525,38.98994494,No,3
9395,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.95006995,38.99118716,No,3
9397,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.95010336,38.99119835,No,3
9398,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.95010493,38.99121822,No,3
9411,Holly,Hybrid,,Ilex,x,,-76.94065049,38.98248344,No,3
8137,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94644098,38.98439738,No,3
8139,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94645286,38.98435834,No,3
14985,Holly,Hybrid,,Ilex,x,,-76.95113864,38.992168,No,3
15011,Holly,Hybrid,,Ilex,x,,-76.95101036,38.99206566,No,3
15012,Holly,Hybrid,,Ilex,x,,-76.95098074,38.99205334,No,3
9843,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95227243,38.99061357,No,3
8296,Holly,Hybrid,,Ilex,x,,-76.95087548,38.99139926,No,3
8297,Holly,Hybrid,,Ilex,x,,-76.95082988,38.9913479,No,3
9416,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.95021306,38.99131885,No,3
9417,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.95019874,38.99132381,No,3
9418,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.95017965,38.99131511,No,3
9220,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94255661,38.98253143,No,3
9222,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94259823,38.98253967,No,3
9223,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94254005,38.98284946,No,3
13202,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94679152,38.99313964,No,3
8167,Holly,Hybrid,,Ilex,x,,-76.95064845,38.99169171,No,3
8187,Holly,Hybrid,,Ilex,x,,-76.95112591,38.9912682,No,3
14965,Holly,Hybrid,,Ilex,x,,-76.95118614,38.99219843,No,3
14968,Holly,Hybrid,,Ilex,x,,-76.95141135,38.99216778,No,3
14640,Holly,Hybrid,,Ilex,x,,-76.93520326,38.98455692,No,3
9770,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95213702,38.99081479,No,3
9773,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.95215538,38.99075575,No,3
8110,Holly,Hybrid,,Ilex,x,,-76.93180619,38.98361322,No,3
15530,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94707974,38.98416208,No,3
15565,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94418124,38.98225121,No,3
15621,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94415833,38.98188184,No,3
15409,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.9426162,38.98254513,No,3
14526,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.95102456,38.9918182,No,3
14527,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.95106599,38.99180227,No,3
14532,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.95110779,38.99172179,No,3
14529,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.95108777,38.9917605,No,3
14533,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.95107348,38.99172608,No,3
9221,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94257066,38.98255191,No,3
9224,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94254867,38.98283231,No,3
9378,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94976989,38.98991249,No,3
9392,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94960492,38.98993001,No,3
13359,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94726633,38.99314352,No,3
14861,Holly,Hybrid,,Ilex,x,,-76.95195325,38.99145216,No,3
14866,Holly,Hybrid,,Ilex,x,,-76.95195931,38.99138386,No,3
13364,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R. Stevens,-76.94750246,38.99314121,No,3
14563,Holly,Hybrid,,Ilex,x,,-76.95125499,38.99155684,No,3
9415,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.9502258,38.99131265,No,3
9419,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.95017171,38.99129772,No,3
14914,Holly,Hybrid,,Ilex,x,,-76.95357897,38.98639229,No,3
14918,Holly,Hybrid,,Ilex,x,,-76.95461869,38.98564198,No,3
8502,Holly,Hybrid,,Ilex,x,,-76.9426631,38.99069639,No,3
8512,Holly,Hybrid,,Ilex,x,,-76.94244408,38.99069075,No,3
15564,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94413709,38.98226185,No,3
15618,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94416994,38.98194788,No,3
15529,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94709676,38.98414733,No,3
15620,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94415809,38.98190321,No,3
9394,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.94958339,38.98994493,No,3
9396,Holly,Hybrid,Dr. Kassab,Ilex,x,Dr. Kassab,-76.95008107,38.99120331,No,3
15410,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.9425669,38.98244273,No,3
9561,Holly,Hybrid,,Ilex,x,,-76.93774616,38.98874621,No,3
9583,Holly,Hybrid,,Ilex,x,,-76.93769447,38.98874594,No,3
20889,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94472284,38.9857817,No,3
21278,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94831437,38.98553595,No,3
21279,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94827682,38.98550989,No,3
21280,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94820106,38.98551326,No,3
21281,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94813602,38.98551326,No,3
21282,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94806829,38.98551169,No,3
21283,Holly,,Nellie R Stevens,Ilex,x,Nellie R Stevens,-76.94801398,38.98551326,No,3
8416,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.95300044,38.98922996,No,3
9155,Holly,,,Ilex,x aquipernyi,,-76.94485198,38.98889098,No,3
16844,Holly,Dragon Lady,,Ilex,x aquipernyi,Meschick,-76.94622599,38.98321754,No,3
16843,Holly,Dragon Lady,,Ilex,x aquipernyi,Meschick,-76.94621795,38.98314355,No,3
16845,Holly,Dragon Lady,,Ilex,x aquipernyi,Meschick,-76.94622331,38.98328006,No,3
8396,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.95282549,38.98932701,No,3
16342,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.93560418,38.98843862,No,3
16338,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.93571533,38.98880967,No,3
16339,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.93574725,38.98867397,No,3
9071,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.94611367,38.98514828,No,3
8397,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.95286202,38.98935815,No,3
8202,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.94646849,38.98521834,No,3
9763,Holly,Hybrid,San Juan,Ilex,x aquipernyi,San Juan,-76.94988007,38.99299432,No,3
8395,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.95283877,38.98934258,No,3
9764,Holly,Hybrid,San Juan,Ilex,x aquipernyi,San Juan,-76.94986472,38.99297907,No,3
16337,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.9357697,38.988805,No,3
16841,Holly,Dragon Lady,,Ilex,x aquipernyi,Meschick,-76.9462069,38.98287389,No,3
16842,Holly,Dragon Lady,,Ilex,x aquipernyi,Meschick,-76.9462099,38.98292473,No,3
8177,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.93538208,38.98887495,No,3
8207,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.94611468,38.98501239,No,3
9762,Holly,Hybrid,San Juan,Ilex,x aquipernyi,San Juan,-76.94989263,38.99300694,No,3
16343,Holly,Dragon Lady,Dragon Lady,Ilex,x aquipernyi,Meschick,-76.93555066,38.98838875,No,3
8278,Holly,Dragon Lady,,Ilex,x aquipernyi,Meschick,-76.94024927,38.98423625,No,3
8279,Holly,Dragon Lady,,Ilex,x aquipernyi,Meschick,-76.94024611,38.98409581,No,3
